ResourceID,Geo,Period,Label1,Label2,Label3,Value,Unit,Measure,Multiplier
CPWEE1,,2012-06-17,60 to 79,,,195,Number,Registered deaths,0
CPWEE1,,2012-06-17,80 and over,,,310,Number,Registered deaths,0
CPWEE1,,2012-06-17,Total,,,594,Number,Registered deaths,0
CPWEE1,,2012-06-17,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2012-06-24,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2012-06-24,60 to 79,,,192,Number,Registered deaths,0
CPWEE1,,2012-06-24,80 and over,,,350,Number,Registered deaths,0
CPWEE1,,2012-06-24,Total,,,635,Number,Registered deaths,0
CPWEE1,,2012-06-24,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2012-07-01,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2012-07-01,60 to 79,,,229,Number,Registered deaths,0
CPWEE1,,2012-07-01,80 and over,,,323,Number,Registered deaths,0
CPWEE1,,2012-07-01,Total,,,643,Number,Registered deaths,0
CPWEE1,,2012-07-01,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2012-07-08,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2012-07-08,60 to 79,,,192,Number,Registered deaths,0
CPWEE1,,2012-07-08,80 and over,,,355,Number,Registered deaths,0
CPWEE1,,2012-07-08,Total,,,631,Number,Registered deaths,0
CPWEE1,,2012-07-08,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2012-07-15,30 to 59,,,74,Number,Registered deaths,0
CPWEE1,,2012-07-15,60 to 79,,,223,Number,Registered deaths,0
CPWEE1,,2012-07-15,80 and over,,,388,Number,Registered deaths,0
CPWEE1,,2012-07-15,Total,,,717,Number,Registered deaths,0
CPWEE1,,2012-07-15,Under 30,,,32,Number,Registered deaths,0
CPWEE1,,2012-07-22,30 to 59,,,60,Number,Registered deaths,0
CPWEE1,,2012-07-22,60 to 79,,,221,Number,Registered deaths,0
CPWEE1,,2012-07-22,80 and over,,,392,Number,Registered deaths,0
CPWEE1,,2012-07-22,Total,,,696,Number,Registered deaths,0
CPWEE1,,2012-07-22,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2012-07-29,30 to 59,,,81,Number,Registered deaths,0
CPWEE1,,2012-07-29,60 to 79,,,213,Number,Registered deaths,0
CPWEE1,,2012-07-29,80 and over,,,338,Number,Registered deaths,0
CPWEE1,,2012-07-29,Total,,,654,Number,Registered deaths,0
CPWEE1,,2012-07-29,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2012-08-05,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2012-08-05,60 to 79,,,224,Number,Registered deaths,0
CPWEE1,,2012-08-05,80 and over,,,354,Number,Registered deaths,0
CPWEE1,,2012-08-05,Total,,,661,Number,Registered deaths,0
CPWEE1,,2012-08-05,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2012-08-12,30 to 59,,,101,Number,Registered deaths,0
CPWEE1,,2012-08-12,60 to 79,,,225,Number,Registered deaths,0
CPWEE1,,2012-08-12,80 and over,,,334,Number,Registered deaths,0
CPWEE1,,2012-08-12,Total,,,682,Number,Registered deaths,0
CPWEE1,,2012-08-12,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2012-08-19,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2012-08-19,60 to 79,,,193,Number,Registered deaths,0
CPWEE1,,2012-08-19,80 and over,,,341,Number,Registered deaths,0
CPWEE1,,2012-08-19,Total,,,623,Number,Registered deaths,0
CPWEE1,,2012-08-19,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2012-08-26,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2012-08-26,60 to 79,,,216,Number,Registered deaths,0
CPWEE1,,2012-08-26,80 and over,,,343,Number,Registered deaths,0
CPWEE1,,2012-08-26,Total,,,644,Number,Registered deaths,0
CPWEE1,,2012-08-26,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2012-09-02,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2012-09-02,60 to 79,,,193,Number,Registered deaths,0
CPWEE1,,2012-09-02,80 and over,,,337,Number,Registered deaths,0
CPWEE1,,2012-09-02,Total,,,620,Number,Registered deaths,0
CPWEE1,,2012-09-02,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2012-09-09,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2012-09-09,60 to 79,,,218,Number,Registered deaths,0
CPWEE1,,2012-09-09,80 and over,,,353,Number,Registered deaths,0
CPWEE1,,2012-09-09,Total,,,656,Number,Registered deaths,0
CPWEE1,,2012-09-09,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2012-09-16,30 to 59,,,86,Number,Registered deaths,0
CPWEE1,,2012-09-16,60 to 79,,,197,Number,Registered deaths,0
CPWEE1,,2012-09-16,80 and over,,,333,Number,Registered deaths,0
CPWEE1,,2012-09-16,Total,,,636,Number,Registered deaths,0
CPWEE1,,2012-09-16,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2012-09-23,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2012-09-23,60 to 79,,,201,Number,Registered deaths,0
CPWEE1,,2012-09-23,80 and over,,,320,Number,Registered deaths,0
CPWEE1,,2012-09-23,Total,,,606,Number,Registered deaths,0
CPWEE1,,2012-09-23,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2012-09-30,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2012-09-30,60 to 79,,,194,Number,Registered deaths,0
CPWEE1,,2012-09-30,80 and over,,,339,Number,Registered deaths,0
CPWEE1,,2012-09-30,Total,,,615,Number,Registered deaths,0
CPWEE1,,2012-09-30,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2012-10-07,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2012-10-07,60 to 79,,,181,Number,Registered deaths,0
CPWEE1,,2012-10-07,80 and over,,,305,Number,Registered deaths,0
CPWEE1,,2012-10-07,Total,,,577,Number,Registered deaths,0
CPWEE1,,2012-10-07,Under 30,,,25,Number,Registered deaths,0
CPWEE1,,2012-10-14,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2012-10-14,60 to 79,,,200,Number,Registered deaths,0
CPWEE1,,2012-10-14,80 and over,,,293,Number,Registered deaths,0
CPWEE1,,2012-10-14,Total,,,575,Number,Registered deaths,0
CPWEE1,,2012-10-14,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2012-10-21,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2012-10-21,60 to 79,,,189,Number,Registered deaths,0
CPWEE1,,2012-10-21,80 and over,,,339,Number,Registered deaths,0
CPWEE1,,2012-10-21,Total,,,616,Number,Registered deaths,0
CPWEE1,,2012-10-21,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2012-10-28,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2012-10-28,60 to 79,,,202,Number,Registered deaths,0
CPWEE1,,2012-10-28,80 and over,,,291,Number,Registered deaths,0
CPWEE1,,2012-10-28,Total,,,579,Number,Registered deaths,0
CPWEE1,,2012-10-28,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2012-11-04,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2012-11-04,60 to 79,,,181,Number,Registered deaths,0
CPWEE1,,2012-11-04,80 and over,,,319,Number,Registered deaths,0
CPWEE1,,2012-11-04,Total,,,593,Number,Registered deaths,0
CPWEE1,,2012-11-04,Under 30,,,26,Number,Registered deaths,0
CPWEE1,,2012-11-11,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2012-11-11,60 to 79,,,201,Number,Registered deaths,0
CPWEE1,,2012-11-11,80 and over,,,299,Number,Registered deaths,0
CPWEE1,,2012-11-11,Total,,,581,Number,Registered deaths,0
CPWEE1,,2012-11-11,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2012-11-18,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2012-11-18,60 to 79,,,178,Number,Registered deaths,0
CPWEE1,,2012-11-18,80 and over,,,283,Number,Registered deaths,0
CPWEE1,,2012-11-18,Total,,,542,Number,Registered deaths,0
CPWEE1,,2012-11-18,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2012-11-25,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2012-11-25,60 to 79,,,200,Number,Registered deaths,0
CPWEE1,,2012-11-25,80 and over,,,276,Number,Registered deaths,0
CPWEE1,,2012-11-25,Total,,,564,Number,Registered deaths,0
CPWEE1,,2012-11-25,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2012-12-02,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2012-12-02,60 to 79,,,166,Number,Registered deaths,0
CPWEE1,,2012-12-02,80 and over,,,285,Number,Registered deaths,0
CPWEE1,,2012-12-02,Total,,,552,Number,Registered deaths,0
CPWEE1,,2012-12-02,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2012-12-09,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2012-12-09,60 to 79,,,202,Number,Registered deaths,0
CPWEE1,,2012-12-09,80 and over,,,265,Number,Registered deaths,0
CPWEE1,,2012-12-09,Total,,,547,Number,Registered deaths,0
CPWEE1,,2012-12-09,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2012-12-16,30 to 59,,,61,Number,Registered deaths,0
CPWEE1,,2012-12-16,60 to 79,,,181,Number,Registered deaths,0
CPWEE1,,2012-12-16,80 and over,,,280,Number,Registered deaths,0
CPWEE1,,2012-12-16,Total,,,540,Number,Registered deaths,0
CPWEE1,,2012-12-16,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2012-12-23,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2012-12-23,60 to 79,,,197,Number,Registered deaths,0
CPWEE1,,2012-12-23,80 and over,,,281,Number,Registered deaths,0
CPWEE1,,2012-12-23,Total,,,567,Number,Registered deaths,0
CPWEE1,,2012-12-23,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2012-12-30,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2012-12-30,60 to 79,,,163,Number,Registered deaths,0
CPWEE1,,2012-12-30,80 and over,,,278,Number,Registered deaths,0
CPWEE1,,2012-12-30,Total,,,525,Number,Registered deaths,0
CPWEE1,,2012-12-30,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2013-01-06,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2013-01-06,60 to 79,,,203,Number,Registered deaths,0
CPWEE1,,2013-01-06,80 and over,,,272,Number,Registered deaths,0
CPWEE1,,2013-01-06,Total,,,568,Number,Registered deaths,0
CPWEE1,,2013-01-06,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2013-01-13,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2013-01-13,60 to 79,,,210,Number,Registered deaths,0
CPWEE1,,2013-01-13,80 and over,,,268,Number,Registered deaths,0
CPWEE1,,2013-01-13,Total,,,561,Number,Registered deaths,0
CPWEE1,,2013-01-13,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2013-01-20,30 to 59,,,63,Number,Registered deaths,0
CPWEE1,,2013-01-20,60 to 79,,,184,Number,Registered deaths,0
CPWEE1,,2013-01-20,80 and over,,,295,Number,Registered deaths,0
CPWEE1,,2013-01-20,Total,,,558,Number,Registered deaths,0
CPWEE1,,2013-01-20,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2013-01-27,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2013-01-27,60 to 79,,,189,Number,Registered deaths,0
CPWEE1,,2013-01-27,80 and over,,,253,Number,Registered deaths,0
CPWEE1,,2013-01-27,Total,,,520,Number,Registered deaths,0
CPWEE1,,2013-01-27,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2013-02-03,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2013-02-03,60 to 79,,,172,Number,Registered deaths,0
CPWEE1,,2013-02-03,80 and over,,,252,Number,Registered deaths,0
CPWEE1,,2013-02-03,Total,,,516,Number,Registered deaths,0
CPWEE1,,2013-02-03,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2013-02-10,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2013-02-10,60 to 79,,,176,Number,Registered deaths,0
CPWEE1,,2013-02-10,80 and over,,,252,Number,Registered deaths,0
CPWEE1,,2013-02-10,Total,,,508,Number,Registered deaths,0
CPWEE1,,2013-02-10,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2013-02-17,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2013-02-17,60 to 79,,,186,Number,Registered deaths,0
CPWEE1,,2013-02-17,80 and over,,,239,Number,Registered deaths,0
CPWEE1,,2013-02-17,Total,,,506,Number,Registered deaths,0
CPWEE1,,2013-02-17,Under 30,,,10,Number,Registered deaths,0
CPWEE1,,2013-02-24,30 to 59,,,56,Number,Registered deaths,0
CPWEE1,,2013-02-24,60 to 79,,,179,Number,Registered deaths,0
CPWEE1,,2013-02-24,80 and over,,,251,Number,Registered deaths,0
CPWEE1,,2013-02-24,Total,,,512,Number,Registered deaths,0
CPWEE1,,2013-02-24,Under 30,,,26,Number,Registered deaths,0
CPWEE1,,2013-03-03,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2013-03-03,60 to 79,,,174,Number,Registered deaths,0
CPWEE1,,2013-03-03,80 and over,,,246,Number,Registered deaths,0
CPWEE1,,2013-03-03,Total,,,499,Number,Registered deaths,0
CPWEE1,,2013-03-03,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2013-03-10,30 to 59,,,60,Number,Registered deaths,0
CPWEE1,,2013-03-10,60 to 79,,,177,Number,Registered deaths,0
CPWEE1,,2013-03-10,80 and over,,,262,Number,Registered deaths,0
CPWEE1,,2013-03-10,Total,,,511,Number,Registered deaths,0
CPWEE1,,2013-03-10,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2013-03-17,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2013-03-17,60 to 79,,,166,Number,Registered deaths,0
CPWEE1,,2013-03-17,80 and over,,,284,Number,Registered deaths,0
CPWEE1,,2013-03-17,Total,,,530,Number,Registered deaths,0
CPWEE1,,2013-03-17,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2013-03-24,30 to 59,,,80,Number,Registered deaths,0
CPWEE1,,2013-03-24,60 to 79,,,188,Number,Registered deaths,0
CPWEE1,,2013-03-24,80 and over,,,282,Number,Registered deaths,0
CPWEE1,,2013-03-24,Total,,,565,Number,Registered deaths,0
CPWEE1,,2013-03-24,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2013-03-31,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2013-03-31,60 to 79,,,194,Number,Registered deaths,0
CPWEE1,,2013-03-31,80 and over,,,274,Number,Registered deaths,0
CPWEE1,,2013-03-31,Total,,,553,Number,Registered deaths,0
CPWEE1,,2013-03-31,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2013-04-07,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2013-04-07,60 to 79,,,191,Number,Registered deaths,0
CPWEE1,,2013-04-07,80 and over,,,265,Number,Registered deaths,0
CPWEE1,,2013-04-07,Total,,,533,Number,Registered deaths,0
CPWEE1,,2013-04-07,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2013-04-14,30 to 59,,,77,Number,Registered deaths,0
CPWEE1,,2013-04-14,60 to 79,,,197,Number,Registered deaths,0
CPWEE1,,2013-04-14,80 and over,,,278,Number,Registered deaths,0
CPWEE1,,2013-04-14,Total,,,561,Number,Registered deaths,0
CPWEE1,,2013-04-14,Under 30,,,9,Number,Registered deaths,0
CPWEE1,,2013-04-21,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2013-04-21,60 to 79,,,180,Number,Registered deaths,0
CPWEE1,,2013-04-21,80 and over,,,301,Number,Registered deaths,0
CPWEE1,,2013-04-21,Total,,,560,Number,Registered deaths,0
CPWEE1,,2013-04-21,Under 30,,,10,Number,Registered deaths,0
CPWEE1,,2013-04-28,30 to 59,,,75,Number,Registered deaths,0
CPWEE1,,2013-04-28,60 to 79,,,195,Number,Registered deaths,0
CPWEE1,,2013-04-28,80 and over,,,284,Number,Registered deaths,0
CPWEE1,,2013-04-28,Total,,,568,Number,Registered deaths,0
CPWEE1,,2013-04-28,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2013-05-05,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2013-05-05,60 to 79,,,177,Number,Registered deaths,0
CPWEE1,,2013-05-05,80 and over,,,290,Number,Registered deaths,0
CPWEE1,,2013-05-05,Total,,,551,Number,Registered deaths,0
CPWEE1,,2013-05-05,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2013-05-12,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2013-05-12,60 to 79,,,182,Number,Registered deaths,0
CPWEE1,,2013-05-12,80 and over,,,273,Number,Registered deaths,0
CPWEE1,,2013-05-12,Total,,,539,Number,Registered deaths,0
CPWEE1,,2013-05-12,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2013-05-19,30 to 59,,,75,Number,Registered deaths,0
CPWEE1,,2013-05-19,60 to 79,,,200,Number,Registered deaths,0
CPWEE1,,2013-05-19,80 and over,,,277,Number,Registered deaths,0
CPWEE1,,2013-05-19,Total,,,565,Number,Registered deaths,0
CPWEE1,,2013-05-19,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2013-05-26,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2013-05-26,60 to 79,,,189,Number,Registered deaths,0
CPWEE1,,2013-05-26,80 and over,,,304,Number,Registered deaths,0
CPWEE1,,2013-05-26,Total,,,579,Number,Registered deaths,0
CPWEE1,,2013-05-26,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2013-06-02,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2013-06-02,60 to 79,,,204,Number,Registered deaths,0
CPWEE1,,2013-06-02,80 and over,,,284,Number,Registered deaths,0
CPWEE1,,2013-06-02,Total,,,571,Number,Registered deaths,0
CPWEE1,,2013-06-02,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2013-06-09,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2013-06-09,60 to 79,,,192,Number,Registered deaths,0
CPWEE1,,2013-06-09,80 and over,,,295,Number,Registered deaths,0
CPWEE1,,2013-06-09,Total,,,572,Number,Registered deaths,0
CPWEE1,,2013-06-09,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2013-06-16,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2013-06-16,60 to 79,,,194,Number,Registered deaths,0
CPWEE1,,2013-06-16,80 and over,,,275,Number,Registered deaths,0
CPWEE1,,2013-06-16,Total,,,548,Number,Registered deaths,0
CPWEE1,,2013-06-16,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2013-06-23,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2013-06-23,60 to 79,,,220,Number,Registered deaths,0
CPWEE1,,2013-06-23,80 and over,,,329,Number,Registered deaths,0
CPWEE1,,2013-06-23,Total,,,627,Number,Registered deaths,0
CPWEE1,,2013-06-23,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2013-06-30,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2013-06-30,60 to 79,,,176,Number,Registered deaths,0
CPWEE1,,2013-06-30,80 and over,,,296,Number,Registered deaths,0
CPWEE1,,2013-06-30,Total,,,557,Number,Registered deaths,0
CPWEE1,,2013-06-30,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2013-07-07,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2013-07-07,60 to 79,,,191,Number,Registered deaths,0
CPWEE1,,2013-07-07,80 and over,,,333,Number,Registered deaths,0
CPWEE1,,2013-07-07,Total,,,611,Number,Registered deaths,0
CPWEE1,,2013-07-07,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2013-07-14,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2013-07-14,60 to 79,,,229,Number,Registered deaths,0
CPWEE1,,2013-07-14,80 and over,,,334,Number,Registered deaths,0
CPWEE1,,2013-07-14,Total,,,653,Number,Registered deaths,0
CPWEE1,,2013-07-14,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2013-07-21,30 to 59,,,63,Number,Registered deaths,0
CPWEE1,,2013-07-21,60 to 79,,,221,Number,Registered deaths,0
CPWEE1,,2013-07-21,80 and over,,,336,Number,Registered deaths,0
CPWEE1,,2013-07-21,Total,,,642,Number,Registered deaths,0
CPWEE1,,2013-07-21,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2013-07-28,30 to 59,,,81,Number,Registered deaths,0
CPWEE1,,2013-07-28,60 to 79,,,212,Number,Registered deaths,0
CPWEE1,,2013-07-28,80 and over,,,295,Number,Registered deaths,0
CPWEE1,,2013-07-28,Total,,,597,Number,Registered deaths,0
CPWEE1,,2013-07-28,Under 30,,,9,Number,Registered deaths,0
CPWEE1,,2013-08-04,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2013-08-04,60 to 79,,,192,Number,Registered deaths,0
CPWEE1,,2013-08-04,80 and over,,,328,Number,Registered deaths,0
CPWEE1,,2013-08-04,Total,,,593,Number,Registered deaths,0
CPWEE1,,2013-08-04,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2013-08-11,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2013-08-11,60 to 79,,,213,Number,Registered deaths,0
CPWEE1,,2013-08-11,80 and over,,,340,Number,Registered deaths,0
CPWEE1,,2013-08-11,Total,,,644,Number,Registered deaths,0
CPWEE1,,2013-08-11,Under 30,,,25,Number,Registered deaths,0
CPWEE1,,2013-08-18,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2013-08-18,60 to 79,,,213,Number,Registered deaths,0
CPWEE1,,2013-08-18,80 and over,,,310,Number,Registered deaths,0
CPWEE1,,2013-08-18,Total,,,614,Number,Registered deaths,0
CPWEE1,,2013-08-18,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2013-08-25,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2013-08-25,60 to 79,,,206,Number,Registered deaths,0
CPWEE1,,2013-08-25,80 and over,,,320,Number,Registered deaths,0
CPWEE1,,2013-08-25,Total,,,621,Number,Registered deaths,0
CPWEE1,,2013-08-25,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2013-09-01,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2013-09-01,60 to 79,,,213,Number,Registered deaths,0
CPWEE1,,2013-09-01,80 and over,,,286,Number,Registered deaths,0
CPWEE1,,2013-09-01,Total,,,576,Number,Registered deaths,0
CPWEE1,,2013-09-01,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2013-09-08,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2013-09-08,60 to 79,,,207,Number,Registered deaths,0
CPWEE1,,2013-09-08,80 and over,,,309,Number,Registered deaths,0
CPWEE1,,2013-09-08,Total,,,597,Number,Registered deaths,0
CPWEE1,,2013-09-08,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2013-09-15,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2013-09-15,60 to 79,,,229,Number,Registered deaths,0
CPWEE1,,2013-09-15,80 and over,,,336,Number,Registered deaths,0
CPWEE1,,2013-09-15,Total,,,664,Number,Registered deaths,0
CPWEE1,,2013-09-15,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2013-09-22,30 to 59,,,83,Number,Registered deaths,0
CPWEE1,,2013-09-22,60 to 79,,,216,Number,Registered deaths,0
CPWEE1,,2013-09-22,80 and over,,,319,Number,Registered deaths,0
CPWEE1,,2013-09-22,Total,,,635,Number,Registered deaths,0
CPWEE1,,2013-09-22,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2013-09-29,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2013-09-29,60 to 79,,,217,Number,Registered deaths,0
CPWEE1,,2013-09-29,80 and over,,,298,Number,Registered deaths,0
CPWEE1,,2013-09-29,Total,,,598,Number,Registered deaths,0
CPWEE1,,2013-09-29,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2013-10-06,30 to 59,,,60,Number,Registered deaths,0
CPWEE1,,2013-10-06,60 to 79,,,179,Number,Registered deaths,0
CPWEE1,,2013-10-06,80 and over,,,304,Number,Registered deaths,0
CPWEE1,,2013-10-06,Total,,,556,Number,Registered deaths,0
CPWEE1,,2013-10-06,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2013-10-13,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2013-10-13,60 to 79,,,194,Number,Registered deaths,0
CPWEE1,,2013-10-13,80 and over,,,310,Number,Registered deaths,0
CPWEE1,,2013-10-13,Total,,,592,Number,Registered deaths,0
CPWEE1,,2013-10-13,Under 30,,,21,Number,Registered deaths,0
